Name,Series,Brand,Exclusive To,UPC,Release Date,Production Status,Scale,Reference Number,HDBID,Image URL
Ryu (8-Bit),,Funko,,,Nov 2017,Limited Edition,,,380958,https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/583282/Ryu_%25288-Bit%2529_Lanyards_11506f1b-9351-4b40-9d18-cfaa907cf99a_medium.jpeg
The Joker (8-Bit),,Funko,,,Nov 2017,Limited Edition,,,380959,https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/583283/The_Joker_%25288-Bit%2529_Lanyards_aa831a96-cb83-48e7-a529-5519b39c2aa8_medium.jpeg
The Joker (8-Bit) (Metallic),,Funko,,,Nov 2017,Limited Edition,,,380960,https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/583284/The_Joker_%25288-Bit%2529_%2528Metallic%2529_Lanyards_e5537eb0-4c05-49cc-98dd-445383a617ad_medium.jpeg
Raiden (8-Bit) (Glow In The Dark),,Funko,,,Nov 2017,Limited Edition,,,380961,https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/583285/Raiden_%25288-Bit%2529_%2528Glow_in_the_Dark%2529_Lanyards_1a30b8df-8e41-4fdc-9954-bffc96566756_medium.jpeg
Raiden (8-Bit),,Funko,,708056061470,Nov 2017,Limited Edition,,,380962,https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/583286/Raiden_%25288-Bit%2529_Lanyards_f6bb10f8-e8fd-4665-a3a0-bd9264303e1f_medium.jpeg
Mega Man (8-Bit),,Funko,,,Nov 2017,Limited Edition,,,380963,https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/583287/Mega_Man_%25288-Bit%2529_Lanyards_2a3377b0-e94b-487f-be9c-dd35e97e1e3e_medium.jpeg
Magnet Missile (8-Bit),,Funko,,,Nov 2017,Limited Edition,,,380964,https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/583288/Magnet_Missile_%25288-Bit%2529_Lanyards_71577fdf-074c-46ef-9bfa-6c5f5e8e0ea9_medium.jpeg
Year One,,Funko,,,2015,,,,380965,https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/583289/Year_One_Uniform_Patches_b7d6e89e-0084-42b3-91ab-74132af933b3_medium.jpeg
Widowmaker,"Pop! Vinyl, Pop! Games",Funko,,889698267694,2017,Exclusive,"3.75""",94,380966,https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/583290/Widowmaker_%2528Winter%2529_Vinyl_Art_Toys_04c6b134-4d26-4899-bd10-2dcdd94ea193_medium.jpg
Resistance BB Unit,"Pop! Vinyl, Pop! Star Wars",Funko,"{'name': 'Target', 'url': '/marketplaces/hobbydb/subjects/target-retailer'}",889698147620,2017,Exclusive,"3.75""",210,380968,https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/1415389/Resistance_BB_Unit_%2528Orange%2529_Vinyl_Art_Toys_9c396160-40b4-46ae-9650-895f9de76fce_medium.png
Hanuman,"Pop! Vinyl, Pop! Asia",Funko,,846626013693,2017,Exclusive,"3.75""",42,380970,https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/583293/Hanuman_%2528Yellow%2529_Vinyl_Art_Toys_dd583625-68b5-4abc-b069-2da3a58e9e4f_medium.jpg
Hanuman,"Pop! Vinyl, Pop! Asia",Funko,,84662601972,2017,Exclusive,"3.75""",42,380971,https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/583294/Hanuman_%2528Green%2529_Vinyl_Art_Toys_5d29f408-4242-42f6-a630-6d93386958e5_medium.jpg
Giant Lady,"Pop! Vinyl, Pop! Asia",Funko,,846626019312,2017,Exclusive,"6""",99,380972,https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/583295/Giant_Lady_%2528Cream%2529_Vinyl_Art_Toys_adb479e3-ba95-4f0d-ab7a-e97322d31d01_medium.jpg
Tony the Tiger,"Pop! Vinyl, Pop! Ad Icons",Funko,"{'name': 'Funko Shop', 'url': '/marketplaces/hobbydb/subjects/funko-shop-retailer'}",889698252492,2017,Exclusive,"3.75""",08,380974,https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/583297/Tony_the_Tiger_%2528Flocked%2529_Vinyl_Art_Toys_92cee462-75cf-45f0-a8fa-ee067ac0c874_medium.jpg
8-Bit Batman Socks (Purple & Blue),,Funko,,,Nov 2017,,,,380976,https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/583299/B-Bit_Batman_Socks_%2528Purple_and_Blue%2529_Socks_d05e97d3-b273-4be3-a0f0-49b8a287cb35_medium.jpeg
8-Bit Batman Socks (Orange & Red),,Funko,,,Nov 2017,,,,380977,https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/583300/8-Bit_Batman_Socks_%2528Orange_and_Red%2529_Socks_41b09d21-5da3-4e05-bf2d-da49bccd11dc_medium.jpeg
8-Bit Batman Socks (Gray & Blue),,Funko,,,Nov 2017,,,,380978,https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/583301/8-Bit_Batman_Socks_%2528Gray_and_Blue%2529_Socks_9a27a69a-a094-42b8-b033-fa811caa5879_medium.jpeg
8-Bit Batman Socks (Blue & Red),,Funko,,,Nov 2017,,,,380979,https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/583302/8-Bit_Batman_Socks_%2528Blue_and_Red%2529_Socks_7a263b07-2abe-4179-b3e4-bdffb4569b19_medium.jpeg
8-Bit Batman Socks (Green & Blue),,Funko,,,Nov 2017,,,,380980,https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/583303/8-Bit_Batman_Socks_%2528Green_and_Blue%2529_Socks_41cc4366-544d-43a2-bdee-92c74969169b_medium.jpeg
The Green Hornet and Kato (2-Pack) [SDCC],"San Diego Comic-Con, Pop! Television, Pop! Vinyl, Toy Tokyo",Funko,"{'name': 'Toy Tokyo', 'url': '/marketplaces/hobbydb/subjects/toy-tokyo-retailer'}",889698314909,Jul 2018,Exclusive,"3.75""",,380986,https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/583305/The_Green_Hornet_and_Kato_%25282-Pack%2529_Vinyl_Art_Toys_Sets_e2e70aea-d768-4323-9886-b7bb8e3b2b4d_medium.jpg
Crunchberry Beast,"San Diego Comic-Con, Pop! Vinyl, Pop! Ad Icons",Funko,,0889698255943,Jul 2018,Exclusive,"3.75""",15,380992,https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/583328/Crunchberry_Beast_Vinyl_Art_Toys_Sets_efbc3cd3-436e-44d8-9a55-59b5ddc3866c_medium.jpg
Ron Swanson (Cornrows) [SDCC],"San Diego Comic-Con, Pop! Television, Pop! Vinyl",Funko,,889698306850,Jul 2018,Exclusive,"3.75""",652,380995,https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/981437/Ron_Swanson_%2528Cornrows%2529_%255BSDCC%255D_Vinyl_Art_Toys_4636742b-21c0-4388-a59d-1adc3beaa57f_medium.JPG
Gill [SDCC],"San Diego Comic-Con, Pop! Vinyl, Pop! Originals",Funko,,889698312066,Jul 2018,Exclusive,"3.75""",9,380998,https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/583333/Gill_%255BSDCC%255D_Vinyl_Art_Toys_19e3f346-58eb-4d1b-84a2-d307a8b86236_medium.jpg
Sam [SDCC],"San Diego Comic-Con, Pop! Vinyl, Pop! Originals",Funko,,889698312073,Jul 2018,Exclusive,"3.75""",10,380999,https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/583335/Sam_Vinyl_Art_Toys_aa82cd37-be23-416b-ad9a-e57af6c6c4de_medium.jpg
Asuka,"Pop! Vinyl, Pop! WWE",Funko,,0889698402132,Jul 2018,Exclusive,"3.75""",56,381001,https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/583337/Asuka_%255BSDCC%255D_Vinyl_Art_Toys_c92acb57-b68b-4e11-8a81-b78e816f4cb0_medium.jpg
Raven As Wonder Woman,"Walmart, Pop! Television, Pop! Vinyl",Funko,"{'name': 'Walmart', 'url': '/marketplaces/hobbydb/subjects/walmart-retailer'}",889698323543,Jun 2018,Exclusive,"3.75""",335,381005,https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/583341/Raven_as_Wonder_Woman_%2528Grayscale%2529_Vinyl_Art_Toys_91d538f9-ea9c-494a-99c9-c168e040bc43_medium.jpg
Cyborg,"Pop! Television, Pop! Vinyl",Funko,"{'name': 'Walmart', 'url': '/marketplaces/hobbydb/subjects/walmart-retailer'}",889698323536,Jun 2018,Exclusive,"3.75""",110,381006,https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/583344/Cyborg_%2528Camo%2529_Vinyl_Art_Toys_664ffdaf-cbfc-4c2a-b8b0-a91182993aca_medium.jpg
The Lizard,"Pop! Vinyl, Pop! Marvel",Funko,"{'name': 'Walgreens', 'url': '/marketplaces/hobbydb/subjects/walgreens-retailer'}",889698297202,2018,Exclusive,"3.75""",334,381007,https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/598707/The_Lizard_Vinyl_Art_Toys_d599b8bf-6170-4428-9a44-11ee1b71d408_medium.jpg
Silk,"Walgreens, Pop! Vinyl, Pop! Marvel",Funko,"{'name': 'Walgreens', 'url': '/marketplaces/hobbydb/subjects/walgreens-retailer'}",889698297189,2018,Exclusive,,333,381008,https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/598706/Silk_Vinyl_Art_Toys_70b48f5a-cd96-4eeb-a8b1-9425a196ebf1_medium.png
Dilophosaurus,"Pop! Vinyl, Pop! Movies",Funko,"{'name': 'Target', 'url': '/marketplaces/hobbydb/subjects/target-retailer'}",889698323642,Jul 2018,Exclusive,"3.75""",550,381217,https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/583656/Dilophosaurus_%2528Red%2529_Vinyl_Art_Toys_62d03fda-6337-46ba-a3e7-01756479db10_medium.jpeg
Conan (Jetpack),"GameStop, Pop! Tees & Apparel",Funko,,,19 Jul 2018,,,,381218,https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/583657/Conan_%2528Jetpack%2529_Shirts_and_Jackets_b2f879b8-0f27-425c-bca8-67529b2ce0f3_medium.jpg
Conan O'Brien,"Pop! Vinyl, Pop! Conan",Funko,"{'name': 'GameStop', 'url': '/marketplaces/hobbydb/subjects/gamestop-retailer'}",889698326346,Jul 2018,Exclusive,"3.75""",20,381220,https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/1305538/Conan_O%2527Brien_Vinyl_Art_Toys_f44b3174-bca7-46db-8faa-f1723a8c8f8a_medium.png
Conan O'Brien (Clark Kent),"Pop! Vinyl, GameStop, Pop! Conan",Funko,"{'name': 'GameStop', 'url': '/marketplaces/hobbydb/subjects/gamestop-retailer'}",889698338233,Jul 2018,Exclusive,"3.75""",19,381221,https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/583660/Conan_O%2527Brien_%2528Clark_Kent%2529_Vinyl_Art_Toys_1a07e9d0-1af5-4327-8e60-50f5a4f05e2a_medium.jpg
Conan O'Brien (Super Suit),"Pop! Vinyl, GameStop, Pop! Conan",Funko,"{'name': 'GameStop', 'url': '/marketplaces/hobbydb/subjects/gamestop-retailer'}",889698326261,Jul 2018,Exclusive,"3.75""",18,381222,https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/583661/Conan_O%2527Brien_%2528Super_Suit%2529_Vinyl_Art_Toys_01573764-6499-4e74-8d5e-cd8699a27f3d_medium.jpg
Pink Diamond,"Hot Topic, Pocket Pop! Keychain",Funko,"{'name': 'Hot Topic', 'url': '/marketplaces/hobbydb/subjects/hot-topic-retailer'}",889698320917,Jul 2018,Exclusive,,,381231,https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/583671/Pink_Diamond_Keychains_4fec95f8-c847-40f6-93aa-38480cdbca80_medium.jpg
Stevonnie,"Pop! Animation, Hot Topic, Pop! Vinyl",Funko,"{'name': 'Hot Topic', 'url': '/marketplaces/hobbydb/subjects/hot-topic-retailer'}",889698320924,Jul 2018,Exclusive,"3.75""",408,381232,https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/583672/Stevonnie_Vinyl_Art_Toys_412dd400-2080-45fe-b310-377115821ba1_medium.jpg
Winnie The Pooh (Diamond),"Pop! Disney, Pop! Vinyl, Diamond Collection",Funko,"{'name': 'Hot Topic', 'url': '/marketplaces/hobbydb/subjects/hot-topic-retailer'}",889698291255,Jul 2018,Exclusive,"3.75""",252,381265,https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/1393375/Winnie_The_Pooh_Vinyl_Art_Toys_84a1f72b-5ec6-4dc1-960b-feb90b1aa345_medium.png
Wonder Woman From Flashpoint,"Pop! Heroes, Hot Topic, Pop! Vinyl",Funko,"{'name': 'Hot Topic', 'url': '/marketplaces/hobbydb/subjects/hot-topic-retailer'}",889698316644,Jul 2018,Exclusive,"3.75""",238,381266,https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/583796/Wonder_Woman_From_Flashpoint_Vinyl_Art_Toys_8715e27e-1375-4c43-a9b5-dc5dc086e379_medium.jpg
Mr. McMahon,"Pop! Vinyl, Pop! WWE",Funko,,889698309868,Jun 2018,,"3.75""",53,381267,https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/771382/Vince_McMahon_Vinyl_Art_Toys_23cbc6d3-6b51-459f-929f-980bf5fb0f3e_medium.jpg
Mr. McMahon,"Pop! Vinyl, Pop! WWE",Funko,,889698309868,Jun 2018,Chase,"3.75""",53,381268,https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/771383/Vince_McMahon_%2528Pink_Blazer%2529_Vinyl_Art_Toys_d75f4ee1-f916-4861-92a9-05927435a853_medium.jpg
Asuka,"Pop! Vinyl, Pop! WWE",Funko,"{'name': 'Target', 'url': '/marketplaces/hobbydb/subjects/target-retailer'}",889698347686,Jul 2018,Exclusive,"3.75""",56,381270,https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/583753/Asuka_%2528Mask%2529_Vinyl_Art_Toys_8da7278e-8d6a-47a4-ab19-04daf01fb090_medium.jpg
Asuka,"Pop! Vinyl, Pop! WWE",Funko,"{'name': 'Walmart', 'url': '/marketplaces/hobbydb/subjects/walmart-retailer'}",889698324212,Jul 2018,Exclusive,"3.75""",56,381271,https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/583754/Asuka_%2528Green_Mask%2529_Vinyl_Art_Toys_f9573048-5c72-4197-95bd-3728c23710a3_medium.jpg
Triple H Skull King,"Pop! Vinyl, Pop! WWE",Funko,,889698309875,Jun 2018,Chase,"3.75""",52,381272,https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/991506/Triple_H_Skull_King_%2528Masked%2529_Vinyl_Art_Toys_8aacb858-179a-4f3e-9509-93badd5b2b87_medium.jpg
Triple H Skull King,"Pop! Vinyl, Pop! WWE",Funko,,889698309875,Jun 2018,,"3.75""",52,381273,https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/771385/Triple_H_Skull_King_Vinyl_Art_Toys_5f55d7bd-8a61-439d-83d0-a44d638ceadb_medium.jpg
Kurt Angle,"Pop! Vinyl, Pop! WWE",Funko,,889698309851,Jun 2018,,"3.75""",55,381274,https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/771380/Kurt_Angle_Vinyl_Art_Toys_fd6d815d-54f9-4b2c-8f6d-c0c4f0c0620c_medium.jpg
Sgt. Slaughter,"Pop! Vinyl, Pop! WWE",Funko,,889698309882,Jun 2018,,"3.75""",54,381275,https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/771381/Sgt._Slaughter_Vinyl_Art_Toys_ef348f06-24ad-4e35-a6c1-b4dc4d9093de_medium.jpg
The Hardy Boyz,"Pop! Vinyl, Pop! WWE",Funko,,889698309837,Jun 2018,,"3.75""",,381276,https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/771373/The_Hardy_Boyz_%25282-Pack%2529_Vinyl_Art_Toys_b65eb916-44ad-4aeb-8ca1-4bf3c8893eba_medium.jpg
Twinkie the Kid,"Pop! Vinyl, Pop! Ad Icons",Funko,,889698322294,Sep 2018,,"3.75""",27,381277,https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/583760/Twinkie_the_Kid_Vinyl_Art_Toys_3cd38c0e-9b39-4d27-8619-9cbde80435ff_medium.jpeg
Twinkie the Kid (Retro),"Pop! Vinyl, Pop! Ad Icons",Funko,,889698322119,Sep 2018,,"3.75""",27,381278,https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/583761/Twinkie_the_Kid_%2528Retro%2529_Vinyl_Art_Toys_720d6f4a-8b53-4a47-8692-102790973c4c_medium.jpeg
Mark Hoppus,"Pop! Vinyl, Pop! Rocks",Funko,,889698326933,Sep 2018,,"3.75""",83,381279,https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/583764/Mark_Hoppus_Vinyl_Art_Toys_6205fec2-8db9-49f7-a237-8b556c0bce05_medium.jpeg
Travis Barker,"Pop! Vinyl, Pop! Rocks",Funko,,889698326926,Sep 2018,,"3.75""",84,381280,https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/583765/Travis_Barker_Vinyl_Art_Toys_4fc539b7-8425-4f93-9717-e30f0bfbebf8_medium.jpeg
Gollum,"BoxLunch, Pocket Pop!, FunkO's",Funko,,,Jul 2018,,,,381287,https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/586502/Gollum_Vinyl_Art_Toys_669be83a-729c-46db-a09a-8390f29f1c28_medium.jpg
Mega Man,"GameStop, Pocket Pop!, FunkO's",Funko,"{'name': 'GameStop', 'url': '/marketplaces/hobbydb/subjects/gamestop-retailer'}",889698103466,Jul 2018,Exclusive,,,381288,https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/586501/Mega_Man_Vinyl_Art_Toys_319f457a-4023-409e-9abd-9af8f4398799_medium.jpg
Jason Voorhees,"Pocket Pop!, FunkO's",Funko,"{'name': 'FYE', 'url': '/marketplaces/hobbydb/subjects/fye-retailer'}",,Jul 2018,Exclusive,,,381289,https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/586500/Jason_Voorhees_Vinyl_Art_Toys_b1901524-cdbc-4f78-9d51-94c9d40ef08a_medium.jpg
Freddy Krueger,"Pocket Pop!, FunkO's",Funko,"{'name': 'FYE', 'url': '/marketplaces/hobbydb/subjects/fye-retailer'}",,Jul 2018,Exclusive,,,381290,https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/586497/Freddy_Krueger_Vinyl_Art_Toys_28072d42-317e-4bf6-9061-182529cdf1d0_medium.jpg
Cuphead,"Hot Topic, Pocket Pop!, FunkO's",Funko,"{'name': 'Hot Topic', 'url': '/marketplaces/hobbydb/subjects/hot-topic-retailer'}",889698269636,Jul 2018,Exclusive,,,381291,https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/586499/Cuphead_Vinyl_Art_Toys_4a0aa409-9fb1-4284-b4a7-49ace77ed637_medium.jpg
Freddy Funkos,"Pocket Pop!, FunkO's",Funko,,,Jul 2018,,,,381292,https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/586498/Freddy_Funko_Vinyl_Art_Toys_44c36867-6b05-4d21-af2f-17c374f3638f_medium.jpg
Goku (Ultra Instinct),"Pop! Animation, Pop! Vinyl",Funko,,889698316330,Aug 2018,,"3.75""",386,381333,https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/583916/Goku_%2528Ultra_Instinct%2529_Vinyl_Art_Toys_48928fee-2b36-4b19-ae9a-efa2db934a23_medium.jpg
Megazord,"Pop! Television, Pop! Vinyl",Funko,,889698336154,Aug 2018,Exclusive,"3.75""",497,381366,https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/584402/Megazord_%2528Black_and_Gold%2529_Vinyl_Art_Toys_e775972e-1dbf-4b91-b5c6-bd6ae1b54b07_medium.jpeg
Tom,"Pop! Animation, Pop! Vinyl",Funko,,889698321655,Aug 2018,,"3.75""",404,381425,https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/1346264/Tom_Vinyl_Art_Toys_163f6f28-0b5d-474b-aca3-11eb58f0f944_medium.jpg
Tom,"Pop! Animation, Pop! Vinyl",Funko,"{'name': 'Target', 'url': '/marketplaces/hobbydb/subjects/target-retailer'}",889698326735,Aug 2018,Exclusive,"3.75""",409,381426,https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/3143635/Tom_%2528Bomb%2529_Art_Toys_237af9e0-b2d4-462c-ad93-cedad45a6ada(2)_medium.jpeg
Jerry (Dynamite),"Target, Pop! Animation, Pop! Vinyl",Funko,"{'name': 'Target', 'url': '/marketplaces/hobbydb/subjects/target-retailer'}",889698343893,Aug 2018,Exclusive,"3.75""",410,381428,https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/584138/Jerry_%2528Dynamite%2529_Vinyl_Art_Toys_1923f1d7-c8f6-47c3-a491-79824ef10d97_medium.jpeg
Jerry (Cheese),"Pop! Animation, Pop! Vinyl",Funko,,889698321662,Aug 2018,,"3.75""",405,381429,https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/584139/Jerry_%2528Cheese%2529_Vinyl_Art_Toys_6181c41c-aaef-48f5-b658-38a2a935fea7_medium.jpeg
Tom & Jerry (Flocked) (2-Pack),"Pop! Animation, Pop! Vinyl, Funko Shop",Funko,"{'name': 'Funko Shop', 'url': '/marketplaces/hobbydb/subjects/funko-shop-retailer'}",889698326728,1 Aug 2018,Exclusive,"3.75""",,381430,https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/584140/Tom_and_Jerry_%2528Flocked%2529_%25282-Pack%2529_Vinyl_Art_Toys_19223c71-a2af-4863-89df-347193442a21_medium.jpeg
Pudgy Pig,"Pop! Television, Pop! Vinyl, GameStop",Funko,"{'name': 'GameStop', 'url': '/marketplaces/hobbydb/subjects/gamestop-retailer'}",889698326575,Aug 2018,Exclusive,"3.75""",664,381590,https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/584391/Pudgy_Pig_Vinyl_Art_Toys_649cde8f-b8bb-4389-95da-b26af2f4e7f0_medium.jpeg
Rita Repulsa,"Pop! Television, Pop! Vinyl",Funko,,889698328005,Aug 2018,,"3.75""",665,381591,https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/584392/Rita_Repulsa_Vinyl_Art_Toys_1698018d-197c-4a53-9c13-88d07ce1214e_medium.jpg
Lord Zedd,"Pop! Television, Pop! Vinyl",Funko,,889698328036,Aug 2018,,"3.75""",666,381592,https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/584393/Lord_Zedd_Vinyl_Art_Toys_851794e2-2e88-471e-9eff-072ed4550351_medium.jpg
Goldar,"Pop! Television, Pop! Vinyl",Funko,,889698328012,Aug 2018,,"3.75""",667,381593,https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/584394/Goldar_Vinyl_Art_Toys_f4a62b8c-20bb-498a-9cda-5c195b4268e0_medium.jpg
Rita Repulsa & Lord Zedd (2-Pack),"Pop! Television, Pop! Vinyl",Funko,"{'name': 'BAM!', 'url': '/marketplaces/hobbydb/subjects/bam-books-a-million-retailer'}",889698333306,Aug 2018,Exclusive,"3.75""",,381594,https://images.hobbydb.com/processed_uploads/catalog_item_photo/catalog_item_photo/image/584395/Rita_Repulsa_and_Lord_Zedd_%25282-Pack%2529_Vinyl_Art_Toys_f8305cbc-b21e-442d-8e1c-a1d7bfda9f6b_medium.jpeg
